#PC0: 12257.3 / 17719.7 = 0.691735
#PC1: 3381.73 / 17719.7 = 0.190846
#PC2: 1254.8 / 17719.7 = 0.0708139
#PC3: 392.745 / 17719.7 = 0.0221643
#PC4: 162.465 / 17719.7 = 0.00916861
#PC5: 74.5793 / 17719.7 = 0.00420884
#PC6: 53.7794 / 17719.7 = 0.00303501
#PC7: 45.2218 / 17719.7 = 0.00255207
#PC8: 31.3049 / 17719.7 = 0.00176667
#PC9: 16.7172 / 17719.7 = 0.000943423
#PC10: 10.1954 / 17719.7 = 0.00057537
#PC11: 8.7165 / 17719.7 = 0.00049191
#PC12: 5.5081 / 17719.7 = 0.000310846
#PC13: 4.94917 / 17719.7 = 0.000279303
#PC14: 2.90292 / 17719.7 = 0.000163824
#PC15: 2.68712 / 17719.7 = 0.000151646
#PC16: 2.36681 / 17719.7 = 0.000133569
#PC17: 1.62206 / 17719.7 = 9.15401e-05
#PC18: 1.57986 / 17719.7 = 8.91586e-05
#PC19: 1.3797 / 17719.7 = 7.78623e-05
#PC20: 0.952787 / 17719.7 = 5.37699e-05
#PC21: 0.868643 / 17719.7 = 4.90213e-05
#PC22: 0.80122 / 17719.7 = 4.52164e-05
#PC23: 0.530652 / 17719.7 = 2.9947e-05
#PC24: 0.418191 / 17719.7 = 2.36004e-05
#PC25: 0.361171 / 17719.7 = 2.03824e-05
#PC26: 0.32609 / 17719.7 = 1.84027e-05
#PC27: 0.303565 / 17719.7 = 1.71315e-05
#PC28: 0.254616 / 17719.7 = 1.43691e-05
#PC29: 0.21962 / 17719.7 = 1.23941e-05
#PC30: 0.205271 / 17719.7 = 1.15843e-05
#PC31: 0.167351 / 17719.7 = 9.44432e-06
#PC32: 0.142519 / 17719.7 = 8.04298e-06
#PC33: 0.118383 / 17719.7 = 6.68086e-06
#PC34: 0.105043 / 17719.7 = 5.92805e-06
#PC35: 0.0929485 / 17719.7 = 5.24549e-06
#PC36: 0.0910172 / 17719.7 = 5.1365e-06
#PC37: 0.0836893 / 17719.7 = 4.72295e-06
#PC38: 0.0717071 / 17719.7 = 4.04674e-06
#PC39: 0.0694954 / 17719.7 = 3.92193e-06
#PC40: 0.064136 / 17719.7 = 3.61947e-06
#PC41: 0.0591883 / 17719.7 = 3.34025e-06
#PC42: 0.0574248 / 17719.7 = 3.24073e-06
#PC43: 0.049023 / 17719.7 = 2.76658e-06
#PC44: 0.0484412 / 17719.7 = 2.73375e-06
#PC45: 0.0448477 / 17719.7 = 2.53095e-06
#PC46: 0.0406748 / 17719.7 = 2.29546e-06
#PC47: 0.0379922 / 17719.7 = 2.14407e-06
#PC48: 0.0365048 / 17719.7 = 2.06012e-06
#PC49: 0.03254 / 17719.7 = 1.83638e-06
#PC50: 0.0291636 / 17719.7 = 1.64583e-06
#PC51: 0.0275721 / 17719.7 = 1.55602e-06
#PC52: 0.0245791 / 17719.7 = 1.38711e-06
#PC53: 0.0213769 / 17719.7 = 1.20639e-06
#PC54: 0.0194409 / 17719.7 = 1.09714e-06
#PC55: 0.0182521 / 17719.7 = 1.03004e-06
wavelength PC0 PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 Mean
0.0573123 0.00333416 0.0212527 0.0274803 0.0512303 0.0195297 -0.0263005 0.0452626 -0.0451176 -0.0215204 -0.00246571 0.00580127 -0.0286566 -0.0641416 0.00166729 0.0460734 0.0671278 0.0086852 0.0275987 -0.045413 -0.0209584 -0.0376236 -0.0117018 0.0229235 -0.0075765 0.0206007 0.0359555 0.0425025 0.000313225 0.0207768 0.0241313 -0.0567947 -0.0228103 0.0137998 0.0486813 0.025567 0.0261941 0.0322385 0.0676576 -0.101895 -0.0296981 -0.0768885 -0.0626583 -0.0519937 -0.0118646 0.0259382 0.049863 -0.0365807 0.0557857 0.0185395 -0.00507508 0.0069736 -0.0359432 0.0461518 0.0231035 -0.00702028 -0.0214191 29.4766
0.0575031 0.00337269 0.0209325 0.0274317 0.0509312 0.018628 -0.0248908 0.0448212 -0.0436824 -0.0210373 -0.00273939 0.00599422 -0.0268397 -0.0661244 0.00206274 0.0473174 0.0706308 0.010416 0.0301694 -0.048139 -0.0239431 -0.0365249 -0.0118127 0.0225503 -0.00762709 0.0218111 0.0377351 0.0452969 0.00049087 0.0238505 0.0246339 -0.0613363 -0.0239128 0.0167348 0.0495799 0.0284633 0.0249193 0.037431 0.065742 -0.0986051 -0.0309534 -0.0774474 -0.0629812 -0.0527645 -0.0154399 0.0270728 0.049192 -0.0409485 0.0603314 0.0157171 -0.00549028 0.00822186 -0.0360211 0.0540479 0.0290521 -0.00907409 -0.0230821 29.4832
0.0576946 0.00406319 0.0289653 0.029577 0.0599525 0.0181687 -0.0472074 0.0425459 -0.0572417 -0.0263046 -0.0158562 0.00725747 -0.0310169 0.010375 -0.0341418 -0.00957088 -0.0106626 -0.0186611 -0.0810896 0.0188319 0.0741146 0.0182312 0.0213723 -0.0828867 -0.0351074 -0.000693752 0.00723908 -0.0562658 -0.057009 -0.00671647 0.0449109 0.0273949 -0.00698397 -0.0352612 -0.0403169 -0.00996877 0.0241766 -0.00168339 0.0229458 0.0359857 0.0380709 0.0835937 0.0317792 0.0394269 0.0231861 -0.00324268 -0.0211562 0.0146023 -0.0162522 -0.00859034 0.0128851 0.0352619 0.0143274 -0.044437 -0.0265511 -0.00216162 -0.0224403 29.1327
0.0578868 0.00412121 0.0288861 0.0295875 0.0598652 0.0171265 -0.0467721 0.0418344 -0.0558867 -0.0273472 -0.0173099 0.00812547 -0.029371 0.00963216 -0.0364073 -0.00845147 -0.0108502 -0.0180474 -0.0837329 0.0178658 0.0762817 0.0199692 0.0228021 -0.0864667 -0.0361012 -0.00348145 0.00843988 -0.0568799 -0.0591325 -0.00433399 0.0476162 0.0233512 -0.00652631 -0.0339968 -0.0406172 -0.00784632 0.0237397 -0.00244862 0.0237853 0.0319786 0.0354154 0.0767511 0.0298469 0.0370715 0.0205237 -0.00180391 -0.0180094 0.00966219 -0.0146997 -0.00812129 0.0128705 0.0362621 0.0135949 -0.0416086 -0.025897 -0.00536329 -0.024521 29.1286
0.0580796 0.00415564 0.0288343 0.0296115 0.059853 0.0159912 -0.0462905 0.0411572 -0.0544263 -0.0284149 -0.0185975 0.00891673 -0.0278624 0.00877343 -0.0386379 -0.00753875 -0.0111682 -0.0176156 -0.0865217 0.0168384 0.0782823 0.0216289 0.0238754 -0.0900101 -0.0371494 -0.00609826 0.00954553 -0.0574671 -0.0613792 -0.00231714 0.0500213 0.019096 -0.00574486 -0.0327186 -0.0403224 -0.0060953 0.0234029 -0.00269687 0.0243277 0.0276618 0.0327201 0.0693569 0.0285716 0.0344229 0.0182929 -0.000740507 -0.0153877 0.00558425 -0.013313 -0.00786955 0.0123573 0.0368371 0.012192 -0.0385337 -0.024695 -0.00658115 -0.0245859 29.1272
0.058273 0.00415638 0.0288233 0.0296545 0.0599502 0.0147245 -0.0457506 0.0405295 -0.0528248 -0.0295216 -0.0196508 0.00959546 -0.0265465 0.00774147 -0.0408225 -0.00692741 -0.0116609 -0.017444 -0.0895307 0.0157239 0.0800642 0.0231689 0.0244518 -0.0935158 -0.0383069 -0.00842649 0.0105374 -0.0580634 -0.0638134 -0.000875008 0.052061 0.0146098 -0.00455634 -0.0314981 -0.0391838 -0.00489938 0.0232954 -0.00227218 0.0245747 0.0228404 0.0300558 0.061355 0.0281849 0.0314146 0.0167951 -0.000162508 -0.0134768 0.00277728 -0.0121408 -0.00787337 0.0111663 0.0368557 0.00983657 -0.0353218 -0.022889 -0.00503237 -0.0218837 29.1295
0.0584671 0.00415744 0.0288087 0.0296981 0.0600434 0.0134541 -0.0451941 0.0399013 -0.0512054 -0.0306203 -0.0206988 0.0102811 -0.025237 0.00671709 -0.0429986 -0.00629448 -0.0121676 -0.0172699 -0.0925057 0.0146124 0.0817962 0.0247051 0.0250094 -0.0969593 -0.0394003 -0.0108301 0.011467 -0.0585172 -0.0661983 0.000684169 0.0539196 0.0100172 -0.00324141 -0.0301313 -0.038041 -0.00367569 0.0230323 -0.00171005 0.0246129 0.0181936 0.0272643 0.0531305 0.0279235 0.0283343 0.0150958 0.000259159 -0.0116803 7.10259e-06 -0.0111319 -0.00797121 0.00992188 0.0367509 0.00754416 -0.0317548 -0.0207585 -0.00336614 -0.0189654 29.1318
0.0586618 0.00415884 0.0287907 0.0297425 0.0601327 0.01218 -0.0446212 0.0392729 -0.0495687 -0.0317103 -0.0217409 0.010973 -0.0239346 0.00569919 -0.0451652 -0.00563909 -0.0126871 -0.0170942 -0.0954443 0.0135053 0.0834756 0.026233 0.0255491 -0.100334 -0.0404304 -0.013302 0.0123315 -0.0588229 -0.0685274 0.00235794 0.0555885 0.00533099 -0.00179971 -0.0286216 -0.0368969 -0.00243059 0.0226175 -0.0010078 0.0244516 0.0137383 0.0243638 0.0447258 0.0277981 0.0251966 0.013207 0.000512799 -0.0100119 -0.00269639 -0.0103075 -0.00815948 0.00862947 0.0365173 0.00533082 -0.0278603 -0.0183193 -0.00158615 -0.0158312 29.1343
0.0588572 0.00416059 0.0287693 0.0297876 0.0602184 0.0109024 -0.0440321 0.0386442 -0.0479156 -0.032791 -0.0227766 0.0116709 -0.02264 0.00468675 -0.0473211 -0.00496035 -0.0132182 -0.0169176 -0.0983447 0.0124046 0.0851004 0.0277484 0.0260718 -0.103633 -0.0413987 -0.0158345 0.0131283 -0.0589759 -0.0707941 0.00414344 0.0570598 0.000564179 -0.000231807 -0.026973 -0.0357547 -0.00117018 0.0220549 -0.000162892 0.0241009 0.00949012 0.0213733 0.0361823 0.0278195 0.0220159 0.011141 0.00058755 -0.00848371 -0.00530413 -0.00968788 -0.00843369 0.00729458 0.0361499 0.00321135 -0.0236681 -0.0155903 0.000302964 -0.0124823 29.1368
0.0590532 0.00417327 0.0287335 0.029834 0.0602752 0.00957812 -0.0433846 0.0379127 -0.0462028 -0.0338593 -0.0238425 0.0123566 -0.0213361 0.0036709 -0.0494043 -0.00424438 -0.0137932 -0.0167095 -0.101223 0.0113131 0.0866043 0.0291671 0.0265122 -0.106687 -0.0422819 -0.0184128 0.0139034 -0.0589196 -0.0730794 0.00574112 0.0586 -0.00436169 0.00132577 -0.0251827 -0.0348315 0.000121896 0.0215476 0.000771862 0.023316 0.00546038 0.0181607 0.0273227 0.0283183 0.018666 0.00854617 0.000733012 -0.00669709 -0.00804091 -0.008906 -0.00915733 0.00551225 0.0362085 0.00116728 -0.018974 -0.0120057 0.00208754 -0.00884883 29.1381
0.0592499 0.00421471 0.0286644 0.0298821 0.06026 0.00813501 -0.0426059 0.0369059 -0.044357 -0.0349072 -0.0249983 0.0130007 -0.0199978 0.00264557 -0.0513062 -0.00347132 -0.0144724 -0.016418 -0.104105 0.0102409 0.0878707 0.0303512 0.0267556 -0.109207 -0.0430283 -0.0210222 0.0147188 -0.0585544 -0.0755054 0.0066495 0.0606424 -0.00958243 0.00265562 -0.0232282 -0.0344912 0.00147434 0.0214182 0.00172786 0.0216392 0.00171826 0.0144932 0.0178534 0.0298688 0.0149376 0.00480614 0.0013577 -0.00399584 -0.011287 -0.00735776 -0.0109534 0.00258779 0.0376204 -0.000836019 -0.0133764 -0.00655413 0.00343187 -0.0047766 29.1358
0.0594472 0.00425647 0.0285919 0.0299315 0.060241 0.00669008 -0.0418095 0.0359007 -0.0424967 -0.035938 -0.0261415 0.0136491 -0.0186756 0.0016356 -0.0531882 -0.00267657 -0.0151699 -0.0161306 -0.106937 0.00919077 0.0890689 0.0315129 0.0269812 -0.111623 -0.043699 -0.0236746 0.0154331 -0.058014 -0.0778208 0.00766121 0.0624348 -0.0148313 0.00412365 -0.0211267 -0.0341622 0.00281817 0.0211267 0.00286559 0.0197529 -0.00168387 0.010806 0.00842341 0.031635 0.0112303 0.000907612 0.00174067 -0.00150583 -0.0143172 -0.00612189 -0.01282 -0.000371963 0.0388507 -0.00269365 -0.00753907 -0.00082744 0.00489574 -0.000439821 29.1336
0.0596452 0.00429854 0.0285162 0.0299823 0.0602183 0.00524351 -0.0409959 0.0348969 -0.0406227 -0.0369515 -0.0272717 0.0143013 -0.0173702 0.000640009 -0.0550492 -0.00185889 -0.0158861 -0.0158494 -0.109719 0.00816577 0.090199 0.0326483 0.0271906 -0.113931 -0.0442967 -0.0263592 0.0160448 -0.0572973 -0.0800195 0.00877035 0.0639732 -0.0200896 0.00572419 -0.0188868 -0.0338501 0.00414578 0.0206804 0.00418281 0.0176787 -0.00473957 0.00712504 -0.000921781 0.0336281 0.00755971 -0.00313161 0.00187144 0.000766117 -0.0170974 -0.00522386 -0.0147419 -0.00335904 0.039896 -0.00439139 -0.00151818 0.00513123 0.00646567 0.00415754 29.1315
0.0598438 0.00434092 0.0284372 0.0300345 0.060192 0.00379546 -0.0401656 0.0338944 -0.0387358 -0.0379474 -0.0283881 0.0149564 -0.0160825 -0.000342173 -0.0568884 -0.00101712 -0.016622 -0.0155767 -0.112451 0.00716905 0.0912614 0.0337535 0.0273856 -0.116124 -0.0448243 -0.0290653 0.0165535 -0.0564043 -0.0820965 0.00997055 0.0652548 -0.0253389 0.00745039 -0.0165177 -0.0335615 0.00545008 0.0200874 0.00567674 0.0154395 -0.0074456 0.00347569 -0.0101401 0.0358585 0.0039399 -0.00729389 0.00174094 0.00281562 -0.0195957 -0.00468664 -0.0167033 -0.00636536 0.0407549 -0.00591674 0.00462857 0.0112761 0.00812717 0.00900986 29.1295
0.0600432 0.00437384 0.0283555 0.0300849 0.0601782 0.00240742 -0.0393495 0.0329659 -0.0369125 -0.0389485 -0.0295187 0.0156079 -0.0148278 -0.00132751 -0.0588174 -0.00016017 -0.0172712 -0.0153826 -0.115178 0.00602275 0.092315 0.0350882 0.027624 -0.118213 -0.0452259 -0.0319777 0.0171379 -0.0555004 -0.0840101 0.0112941 0.0658097 -0.0308511 0.00910346 -0.014082 -0.0332249 0.00676929 0.0191137 0.00733362 0.0133257 -0.00955523 -0.000480613 -0.0190041 0.0380261 0.000375513 -0.0115604 0.00104414 0.0044466 -0.0215357 -0.00431827 -0.0183415 -0.00902894 0.0403676 -0.0073588 0.0108996 0.0167186 0.00966203 0.0134839 29.1279
0.0602431 0.00437166 0.028272 0.0301253 0.0602197 0.00124012 -0.0386277 0.0323025 -0.0353518 -0.0400148 -0.0307377 0.0162402 -0.0136434 -0.00235965 -0.061132 0.000686894 -0.0175524 -0.0154451 -0.118019 0.00425403 0.0935133 0.037342 0.0280571 -0.120228 -0.0453506 -0.0355993 0.0182686 -0.0550198 -0.0856579 0.0128359 0.0644114 -0.0373764 0.0101738 -0.0117295 -0.0326415 0.0082176 0.0171384 0.00912396 0.0120705 -0.0104371 -0.0056779 -0.0269957 0.0393215 -0.00315074 -0.0159132 -0.00100101 0.00515848 -0.0222496 -0.00357202 -0.0187302 -0.0104137 0.0359633 -0.00897501 0.0173872 0.0192013 0.0105183 0.0159151 29.1274
0.0604438 0.00402675 0.0237364 0.0293921 0.0557619 0.0016783 -0.0188064 0.0378454 -0.0316474 -0.00764621 -0.00984854 0.00978716 0.00304898 -0.0238663 -0.0185608 -0.0248037 0.0368825 0.0102636 -0.0616353 -0.0178319 0.0365713 0.036453 0.00729852 -0.047201 -0.00200731 -0.05805 0.00705229 -0.0406948 -0.0169706 -0.021729 0.0703287 -0.0679431 0.0236175 0.0337023 0.0379045 0.025248 -0.0149327 -0.0120962 -0.106968 -0.0173553 -0.0647263 -0.0308244 -0.0545534 0.0133807 0.0100576 0.0777138 -0.0191497 -0.0881895 0.166231 -0.0754418 0.00296687 0.0296527 -0.0142535 0.0390666 0.0279397 0.000733217 -0.0240101 29.3181
0.0606451 0.00390775 0.0220229 0.0289222 0.0542742 0.000538953 -0.0126724 0.0382346 -0.0288538 -0.00261905 -0.00706947 0.00782464 0.00760346 -0.0308588 -0.0109108 -0.0262987 0.0496154 0.0140939 -0.0473887 -0.0238386 0.0215093 0.0369627 0.00259269 -0.031657 0.00306272 -0.0530998 0.00722378 -0.023279 -0.0105011 -0.0167891 0.0519265 -0.0684125 0.0255518 0.0360273 0.043028 0.0238185 -0.0163261 -0.012608 -0.101872 -0.0162963 -0.0743131 -0.0269687 -0.0577778 0.0123268 0.0113468 0.072127 -0.0241322 -0.0759732 0.156101 -0.0761364 0.000572026 0.0194 -0.00789555 0.0412322 0.026921 -0.00475935 -0.0269103 29.3876
0.060847 0.00379973 0.0204462 0.0284483 0.052931 -0.00075784 -0.00737032 0.0383096 -0.0259427 0.000462216 -0.00575217 0.00638307 0.0114688 -0.0354011 -0.00617841 -0.0270959 0.0577851 0.0160518 -0.0376699 -0.0280015 0.0108106 0.0391332 -0.000807856 -0.0225657 0.00594807 -0.0476349 0.00746616 -0.00969208 -0.00767115 -0.0110559 0.0351925 -0.0678283 0.0267791 0.0372675 0.0434408 0.0219446 -0.017261 -0.0105823 -0.0931295 -0.0137437 -0.0786327 -0.0230132 -0.0547061 0.00995663 0.0109794 0.0620156 -0.0259744 -0.0590698 0.136305 -0.0697786 -0.00227301 0.00690983 -0.00320132 0.0403596 0.0243652 -0.0080132 -0.0248341 29.4512
0.0610497 0.00372066 0.0191201 0.028043 0.0518031 -0.00203152 -0.00306803 0.0382887 -0.0232009 0.0023156 -0.00529328 0.00552564 0.0147663 -0.0381108 -0.00353909 -0.0274054 0.0627552 0.0171335 -0.0313387 -0.0305945 0.00381481 0.041894 -0.00278049 -0.0183834 0.0075996 -0.0430599 0.00705631 -0.000150125 -0.00634097 -0.00535236 0.0223194 -0.0662131 0.028141 0.0382407 0.0419269 0.0201762 -0.0181441 -0.00752483 -0.0850746 -0.0103621 -0.0786713 -0.0187116 -0.0493437 0.00795164 0.0107124 0.0517502 -0.0266068 -0.0429486 0.115012 -0.0610872 -0.00453617 -0.00417079 6.24928e-06 0.0378499 0.0214241 -0.00957355 -0.0210778 29.5054
0.061253 0.00369514 0.0180818 0.0277284 0.050875 -0.00308759 0.000106357 0.0384299 -0.0208476 0.00350481 -0.00517376 0.00521855 0.0178705 -0.0395793 -0.00215478 -0.0271076 0.0659156 0.0183575 -0.0264367 -0.0315814 -0.000327248 0.0439751 -0.00299032 -0.018068 0.00855766 -0.0393951 0.00552099 0.00683448 -0.00550418 0.00213363 0.014165 -0.0627421 0.0307956 0.0395619 0.0402937 0.0188414 -0.0193767 -0.00459154 -0.0791574 -0.00831527 -0.0748726 -0.0153429 -0.044721 0.00730285 0.0121232 0.0437709 -0.0281508 -0.0312647 0.0936554 -0.0526836 -0.00534423 -0.0109646 0.00309184 0.0346755 0.0188097 -0.0109219 -0.0183213 29.5518
0.061457 0.00368548 0.0172559 0.0274963 0.0501489 -0.00409618 0.00269256 0.0385139 -0.0187441 0.00436807 -0.00523294 0.0051406 0.0205153 -0.0404927 -0.00145069 -0.026673 0.0680991 0.0193424 -0.0229665 -0.0321664 -0.00315759 0.0459382 -0.00274922 -0.0189713 0.00914601 -0.036546 0.00389838 0.0121085 -0.00491265 0.00871917 0.00795213 -0.0593698 0.0332172 0.0406731 0.0385148 0.0176524 -0.020481 -0.00168117 -0.07421 -0.00612616 -0.0702089 -0.0121083 -0.0401624 0.00699499 0.0133716 0.0366953 -0.0293559 -0.0213871 0.0747608 -0.0449384 -0.00572366 -0.0164041 0.00550066 0.0314865 0.0163351 -0.0116581 -0.0156941 29.589
0.0616617 0.00368768 0.0165869 0.0273274 0.0495723 -0.00506205 0.00486308 0.0385624 -0.0168406 0.0050648 -0.00536133 0.00520137 0.0228307 -0.0410973 -0.00112064 -0.0261484 0.0697453 0.0202176 -0.020346 -0.0325195 -0.00521366 0.0477067 -0.00223688 -0.0204809 0.00951827 -0.0342342 0.00225887 0.0163662 -0.0044245 0.0146634 0.00302583 -0.0560865 0.0354454 0.0416159 0.0367601 0.016566 -0.0214735 0.00111299 -0.0698756 -0.00405033 -0.0651276 -0.00915337 -0.035901 0.00689939 0.0144948 0.0303652 -0.0303625 -0.0129764 0.0578501 -0.0378644 -0.00576585 -0.0208013 0.00751084 0.0284143 0.0139919 -0.0120817 -0.0133554 29.6194
0.0618671 0.00369861 0.0160318 0.0272055 0.0491043 -0.00599393 0.0067388 0.0385853 -0.0150888 0.00566983 -0.00551287 0.00534852 0.0249087 -0.0415192 -0.00100273 -0.0255645 0.0710708 0.0210398 -0.0182509 -0.0327219 -0.00678756 0.0492842 -0.00155659 -0.0222983 0.0097586 -0.0322702 0.000627803 0.019984 -0.00397887 0.0201386 -0.00102827 -0.0528594 0.0375104 0.0424213 0.0350648 0.0155497 -0.0223752 0.00378528 -0.0659185 -0.00216988 -0.0598297 -0.00651269 -0.0319679 0.00692447 0.0155145 0.0246075 -0.0312363 -0.00569843 0.0424739 -0.0313607 -0.00554758 -0.02442 0.00927575 0.0254867 0.0117546 -0.0123427 -0.0113144 29.6449
0.0620731 0.00371286 0.0155532 0.027124 0.0487218 -0.00699946 0.00854131 0.038433 -0.0133581 0.00623605 -0.00568487 0.00549152 0.0266563 -0.0418646 -0.000929646 -0.0250584 0.072049 0.0216333 -0.0168294 -0.0329718 -0.00828975 0.0507999 -0.00114312 -0.0237575 0.00986402 -0.0304396 -0.000820863 0.0231374 -0.00359272 0.024085 -0.00483824 -0.0499794 0.0389857 0.042859 0.0330602 0.014394 -0.0228368 0.00642576 -0.0620453 -5.6861e-06 -0.0546197 -0.00391782 -0.0276184 0.00670287 0.0158149 0.0189545 -0.0310974 0.00147247 0.0290233 -0.0254625 -0.0056969 -0.0274795 0.0105568 0.0224497 0.00999827 -0.0119995 -0.00853092 29.6649
0.0622798 0.00372616 0.0151237 0.0270792 0.0484094 -0.00816499 0.0104391 0.0379817 -0.011548 0.00679688 -0.00587979 0.0055613 0.0279775 -0.0421986 -0.000778707 -0.0247332 0.0726179 0.0218365 -0.016247 -0.0334068 -0.0100086 0.0523477 -0.00134129 -0.0243558 0.00980943 -0.0285653 -0.00195064 0.0259028 -0.00329549 0.0255941 -0.00885902 -0.0476443 0.0395001 0.0427005 0.0304261 0.0129253 -0.0225392 0.00909654 -0.0579823 0.00277601 -0.0496985 -0.00116015 -0.0222633 0.00593864 0.0149082 0.0130557 -0.0291612 0.009324 0.0179062 -0.0202005 -0.0067056 -0.0300611 0.0111194 0.0190511 0.00901782 -0.0106549 -0.00418034 29.6788
0.0624873 0.00374357 0.0147493 0.0270587 0.0481478 -0.0093091 0.012193 0.0375116 -0.00982255 0.00732869 -0.00605954 0.00565674 0.0291643 -0.0424654 -0.000659901 -0.0243856 0.0730419 0.0220192 -0.015846 -0.0337313 -0.0115274 0.0537299 -0.00148836 -0.0249762 0.00970499 -0.0267734 -0.00306639 0.0283679 -0.00299277 0.026793 -0.012466 -0.0452429 0.0398566 0.0423975 0.0278163 0.0114847 -0.0221501 0.0116683 -0.0539558 0.00524204 -0.0447168 0.00124568 -0.0172296 0.00517091 0.0139461 0.00751492 -0.0271055 0.016466 0.00781391 -0.0153434 -0.00752818 -0.0321233 0.0115878 0.0157501 0.00807955 -0.00928237 -0.000121496 29.6903
0.0626954 0.00376427 0.0144203 0.0270586 0.0479273 -0.010434 0.0138252 0.0370212 -0.00816997 0.00783505 -0.00622093 0.00576822 0.0302331 -0.0426791 -0.000546555 -0.0240267 0.0733345 0.0221842 -0.0155776 -0.033942 -0.0128807 0.054957 -0.00160252 -0.025577 0.00956873 -0.0250242 -0.00417002 0.0305653 -0.00267503 0.027694 -0.0157211 -0.0427605 0.0400521 0.0419563 0.025215 0.0100702 -0.021682 0.0141569 -0.0499426 0.00740785 -0.0397001 0.00329201 -0.0125005 0.00437888 0.0129267 0.00230314 -0.0249583 0.0229554 -0.00130397 -0.0108842 -0.0081747 -0.0337238 0.0119946 0.0125526 0.00717681 -0.00790589 0.00365823 29.6999
0.0629042 0.00378759 0.0141294 0.0270762 0.04774 -0.011541 0.0153523 0.0365085 -0.00658142 0.00831699 -0.00636176 0.00588789 0.0311952 -0.0428484 -0.000416976 -0.0236664 0.0735007 0.0223321 -0.0154045 -0.034032 -0.0140923 0.0560363 -0.00169879 -0.0261249 0.00941513 -0.0232848 -0.00526383 0.0325119 -0.00233507 0.0282992 -0.0186669 -0.0401806 0.0400812 0.041379 0.0226042 0.00867974 -0.0211443 0.0165743 -0.0459251 0.00928865 -0.0346636 0.00497008 -0.00806245 0.00354406 0.0118488 -0.00259903 -0.0227426 0.0288312 -0.00947153 -0.0068215 -0.00864985 -0.034908 0.0123652 0.00946334 0.0063034 -0.00654267 0.00716681 29.7078
0.0631137 0.0038217 0.0138624 0.0271082 0.0475483 -0.0125541 0.0166807 0.0360302 -0.00518632 0.00878351 -0.00654296 0.0060823 0.0321701 -0.04285 -0.000277126 -0.0231016 0.073737 0.0226551 -0.0150325 -0.0339102 -0.0149217 0.0568937 -0.00122237 -0.0269746 0.00945037 -0.0218195 -0.00634416 0.0343801 -0.00187769 0.0295242 -0.0209836 -0.0373604 0.04009 0.0409003 0.0200536 0.00718721 -0.0208809 0.018762 -0.0422418 0.0107867 -0.0295918 0.0063713 -0.0045034 0.00316282 0.0108887 -0.00708194 -0.0205828 0.0331977 -0.0174048 -0.00308809 -0.00856957 -0.0351489 0.0128186 0.00656996 0.00477353 -0.00617826 0.00884168 29.7145
0.0633239 0.00386501 0.0136156 0.0271533 0.0473511 -0.0134881 0.0178362 0.0355718 -0.00395566 0.00923042 -0.00675366 0.00633252 0.0331496 -0.0427063 -0.000107325 -0.0223838 0.0740116 0.0231277 -0.0144674 -0.0335837 -0.0154351 0.0575552 -0.000277342 -0.0280248 0.00966613 -0.0205667 -0.00741613 0.0361515 -0.0013032 0.0312134 -0.0227523 -0.0343082 0.0400567 0.0404976 0.0175197 0.00560586 -0.0208625 0.020748 -0.038854 0.0119808 -0.0244872 0.00747999 -0.00170281 0.00313354 0.0100061 -0.0111873 -0.0184999 0.0362442 -0.0250148 0.000310708 -0.00800455 -0.0346265 0.0133688 0.00388038 0.00269298 -0.00668441 0.00894586 29.7201
0.0635348 0.00390946 0.0133918 0.02721 0.0471707 -0.0144068 0.0189169 0.0350822 -0.00276986 0.00964742 -0.00694092 0.00657216 0.0340462 -0.0425302 0.000124647 -0.021701 0.0741553 0.0235856 -0.0139118 -0.0331143 -0.015862 0.0580934 0.000643731 -0.0289309 0.00991159 -0.0192624 -0.00848913 0.0376878 -0.000683227 0.0325816 -0.0242836 -0.0311182 0.0398506 0.0399783 0.0149021 0.0040358 -0.0208154 0.0226787 -0.0354584 0.0129893 -0.0193721 0.00820715 0.000861158 0.00301248 0.0090391 -0.015032 -0.0164255 0.0387676 -0.0317077 0.00331858 -0.00727783 -0.0338511 0.0139474 0.00133468 0.000642157 -0.00724276 0.00881085 29.7248
0.0637464 0.0039547 0.0131877 0.027277 0.0470033 -0.0153103 0.0199284 0.0345594 -0.00162569 0.0100326 -0.00710398 0.00679636 0.034862 -0.0423212 0.000429059 -0.0210608 0.0741647 0.024026 -0.0133481 -0.0324945 -0.0162106 0.0585072 0.00153044 -0.0296733 0.0101936 -0.0178914 -0.00956179 0.038986 -1.88972e-05 0.0336207 -0.0255825 -0.0277803 0.0394673 0.0393406 0.0121845 0.00247484 -0.0207418 0.0245473 -0.0320442 0.0138203 -0.0142577 0.00855882 0.00319228 0.00279717 0.00798747 -0.0186155 -0.014376 0.0407748 -0.0374768 0.00593154 -0.00638991 -0.0328361 0.0145598 -0.0010571 -0.00137026 -0.00785418 0.00843457 29.7287
