#PC0: 11233.8 / 15706.8 = 0.715221
#PC1: 2435.05 / 15706.8 = 0.155032
#PC2: 1279.57 / 15706.8 = 0.0814662
#PC3: 352.552 / 15706.8 = 0.0224459
#PC4: 154.948 / 15706.8 = 0.00986502
#PC5: 67.2235 / 15706.8 = 0.00427991
#PC6: 51.7098 / 15706.8 = 0.0032922
#PC7: 45.3771 / 15706.8 = 0.00288902
#PC8: 29.1545 / 15706.8 = 0.00185617
#PC9: 14.3483 / 15706.8 = 0.000913512
#PC10: 8.76801 / 15706.8 = 0.000558231
#PC11: 7.08337 / 15706.8 = 0.000450976
#PC12: 5.24376 / 15706.8 = 0.000333853
#PC13: 4.34341 / 15706.8 = 0.000276531
#PC14: 2.8369 / 15706.8 = 0.000180617
#PC15: 2.33498 / 15706.8 = 0.000148661
#PC16: 1.95967 / 15706.8 = 0.000124766
#PC17: 1.55065 / 15706.8 = 9.87247e-05
#PC18: 1.34158 / 15706.8 = 8.54139e-05
#PC19: 1.21537 / 15706.8 = 7.73789e-05
#PC20: 0.903204 / 15706.8 = 5.75041e-05
#PC21: 0.804403 / 15706.8 = 5.12138e-05
#PC22: 0.754813 / 15706.8 = 4.80565e-05
#PC23: 0.393665 / 15706.8 = 2.50634e-05
#PC24: 0.383843 / 15706.8 = 2.44381e-05
#PC25: 0.324691 / 15706.8 = 2.06721e-05
#PC26: 0.298478 / 15706.8 = 1.90031e-05
#PC27: 0.266799 / 15706.8 = 1.69863e-05
#PC28: 0.214098 / 15706.8 = 1.36309e-05
#PC29: 0.201367 / 15706.8 = 1.28204e-05
#PC30: 0.197711 / 15706.8 = 1.25876e-05
#PC31: 0.13065 / 15706.8 = 8.31805e-06
#PC32: 0.110614 / 15706.8 = 7.04246e-06
#PC33: 0.103526 / 15706.8 = 6.5912e-06
#PC34: 0.0923238 / 15706.8 = 5.87796e-06
#PC35: 0.0910699 / 15706.8 = 5.79814e-06
#PC36: 0.0866088 / 15706.8 = 5.51411e-06
#PC37: 0.0754336 / 15706.8 = 4.80262e-06
#PC38: 0.073342 / 15706.8 = 4.66945e-06
#PC39: 0.0608006 / 15706.8 = 3.87098e-06
#PC40: 0.0578794 / 15706.8 = 3.685e-06
#PC41: 0.0524386 / 15706.8 = 3.3386e-06
#PC42: 0.0475216 / 15706.8 = 3.02555e-06
#PC43: 0.0449819 / 15706.8 = 2.86385e-06
#PC44: 0.0407869 / 15706.8 = 2.59677e-06
#PC45: 0.0376426 / 15706.8 = 2.39658e-06
#PC46: 0.0356371 / 15706.8 = 2.2689e-06
#PC47: 0.0312546 / 15706.8 = 1.98988e-06
#PC48: 0.029034 / 15706.8 = 1.8485e-06
#PC49: 0.0261217 / 15706.8 = 1.66308e-06
#PC50: 0.0248148 / 15706.8 = 1.57988e-06
#PC51: 0.0213166 / 15706.8 = 1.35716e-06
#PC52: 0.0196373 / 15706.8 = 1.25025e-06
#PC53: 0.0189976 / 15706.8 = 1.20952e-06
#PC54: 0.0176789 / 15706.8 = 1.12556e-06
#PC55: 0.0163803 / 15706.8 = 1.04288e-06
wavelength PC0 PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 Mean
0.0259683 0.0496447 -0.0653329 0.0333149 -0.0307272 0.0320458 -0.000448972 0.00263769 -0.0373389 0.00678769 0.00530416 0.0167247 0.0198316 -0.0436519 -0.0206383 -0.000850318 0.0244654 -0.0121656 0.011305 0.00477951 -0.0179742 0.0223258 0.0742752 -0.0477481 -0.0507227 -0.00602828 -0.0386649 0.00235774 0.00613604 0.0566561 0.0254159 0.0467276 -0.034626 0.0370551 -0.0029715 0.0605888 0.0572106 0.0181147 -0.0249955 0.0510751 -0.035268 -0.0198854 0.025427 -0.0171818 -0.078524 0.0231844 -0.0611613 0.0375928 -0.0409912 0.0320124 0.0349069 -0.0333607 -0.026853 -0.0933624 -0.0562418 -0.0171762 -0.0128546 27.6632
0.0260548 0.0493929 -0.0650818 0.0335385 -0.0304953 0.0312309 0.00050159 0.00286644 -0.0370087 0.00804285 0.00734634 0.0185154 0.0217221 -0.0479968 -0.020788 0.00146862 0.0257333 -0.0111667 0.0117822 0.00459251 -0.015348 0.0208165 0.0756981 -0.0468577 -0.0526017 -0.00969416 -0.0457145 0.0022218 0.00139416 0.061582 0.0228543 0.0485082 -0.0285444 0.0354499 -0.00334176 0.0548086 0.0669929 0.00783627 -0.0286249 0.0499234 -0.0394897 -0.0191306 0.0147844 -0.0146467 -0.0744981 0.0215076 -0.0554955 0.043856 -0.0378991 0.0333298 0.0230676 -0.0314401 -0.0319172 -0.0916644 -0.0549202 -0.00842676 -0.00449673 27.6884
0.0261416 0.0491338 -0.0647768 0.0337307 -0.0302383 0.0302074 0.00158706 0.00380921 -0.0372397 0.0103355 0.00903566 0.0215518 0.0211922 -0.0483713 -0.0218267 0.00318248 0.0275849 -0.0103435 0.013362 0.00259917 -0.0135807 0.0172162 0.0782575 -0.0490969 -0.0541124 -0.00901037 -0.0515489 0.00238862 -0.00275501 0.0678182 0.0191293 0.0515204 -0.0203631 0.0402578 -0.00324894 0.0509444 0.0708535 0.000780883 -0.0315027 0.0485372 -0.044664 -0.0225615 0.003731 -0.0159262 -0.0715926 0.0221721 -0.0562262 0.0417342 -0.0344265 0.0334016 0.0196355 -0.0251437 -0.029751 -0.0891987 -0.0498825 -0.00357347 0.00197572 27.7078
0.0262287 0.0488691 -0.0644995 0.0339034 -0.0299762 0.0291612 0.00267843 0.00498435 -0.0378532 0.0129683 0.0106966 0.0239702 0.0206797 -0.0480738 -0.0223662 0.00452288 0.0298341 -0.0102846 0.0157239 0.00108448 -0.0123419 0.0138036 0.0807524 -0.050455 -0.0552016 -0.00690199 -0.0579436 0.00352519 -0.00642852 0.0742119 0.0140667 0.0541864 -0.0111441 0.0444877 -0.00408259 0.0483526 0.074575 -0.00575976 -0.0339084 0.0434529 -0.0482036 -0.0241277 -0.00673455 -0.0167673 -0.0694323 0.0219504 -0.0567534 0.0399336 -0.0285398 0.0341749 0.0171543 -0.0205212 -0.0291105 -0.0911776 -0.0466188 0.00235589 0.00665526 27.7286
0.0263161 0.0486843 -0.0641953 0.035126 -0.03047 0.0274331 0.00761092 0.00305019 -0.0300594 0.0119225 0.00646462 0.0216487 0.0117743 -0.0258295 0.00707422 -0.00859391 0.0162984 -0.0205818 0.053655 0.0169715 0.0142788 0.0295576 0.0379894 -0.0570681 -0.0764622 -0.046852 -0.0457072 0.0269093 -0.0159426 0.0459839 0.0165995 0.0528342 0.0556566 -0.0197862 0.0613432 0.0478246 0.0050237 -0.0307838 -0.000561235 -0.0424507 0.0523013 -0.0384092 0.0199087 0.00714375 -0.0198612 -0.0154708 -0.0661118 0.0157274 -0.0473303 -0.00388633 0.0267122 0.0435872 0.0155042 -0.0733638 -0.0471507 0.03281 -0.0419986 27.7339
0.0264038 0.0484313 -0.0638722 0.0353264 -0.0302035 0.0264511 0.00865164 0.0039468 -0.0302229 0.0141617 0.00812899 0.0246733 0.0112399 -0.0262741 0.00593877 -0.00705159 0.017983 -0.0195408 0.0550862 0.0150922 0.0160372 0.0259043 0.0400612 -0.059034 -0.0775594 -0.0459065 -0.050523 0.0272226 -0.0196192 0.0512046 0.0127546 0.0550591 0.0632228 -0.0159957 0.0613318 0.0430253 0.00771028 -0.0376613 -0.00276043 -0.0443605 0.048 -0.0407107 0.00864051 0.00615086 -0.0154695 -0.0155785 -0.0646618 0.0138305 -0.0425862 -0.00438702 0.021704 0.0505751 0.018584 -0.0690467 -0.0417253 0.0362106 -0.0365 27.752
0.0264918 0.0482211 -0.0633016 0.0353337 -0.029769 0.025918 0.00918897 0.00406661 -0.0296011 0.0152024 0.00921912 0.0262472 0.0118512 -0.0282116 0.00272872 -0.00805154 0.0186207 -0.0171532 0.0536672 0.0115643 0.0183559 0.023323 0.0400672 -0.055888 -0.0769495 -0.0467117 -0.050023 0.0272493 -0.021728 0.0493893 0.0143942 0.0532513 0.064981 -0.0142647 0.06152 0.0424924 0.00864006 -0.0395056 -0.00252639 -0.0454166 0.0491464 -0.0376922 0.00539897 0.00493578 -0.0167438 -0.0145489 -0.0572957 0.0116173 -0.0394968 -0.00468539 0.0225167 0.0490453 0.0199397 -0.0647164 -0.0399946 0.0314833 -0.0385994 27.7561
0.0265801 0.0480123 -0.0627258 0.0353457 -0.0293302 0.0253907 0.00972335 0.00418601 -0.0289708 0.0162555 0.0103121 0.0278204 0.0124456 -0.0301319 -0.000502368 -0.00905279 0.0192269 -0.0147121 0.0521716 0.00803166 0.0206751 0.0206863 0.0399068 -0.0525758 -0.0760789 -0.047418 -0.0493448 0.0272287 -0.0238156 0.0473041 0.0159091 0.051178 0.0665757 -0.012664 0.0614036 0.0414434 0.00954847 -0.0413237 -0.00212365 -0.046472 0.0501441 -0.0342425 0.00190081 0.00381549 -0.0174273 -0.0136337 -0.0493054 0.00942691 -0.0357896 -0.00507469 0.0226487 0.0475665 0.0214428 -0.0594118 -0.0376933 0.0264534 -0.04037 27.7598
0.0266686 0.0478042 -0.0621456 0.035361 -0.0288879 0.0248654 0.0102533 0.00430693 -0.0283368 0.0173142 0.0114012 0.0293773 0.01302 -0.0320122 -0.00372082 -0.010031 0.0198001 -0.0122419 0.0506 0.00449486 0.0229944 0.0180077 0.039586 -0.0490962 -0.0749499 -0.0480577 -0.0485698 0.0271023 -0.0259199 0.0450032 0.0173119 0.0489089 0.0680419 -0.0111314 0.060986 0.0399745 0.0105189 -0.0430605 -0.00159798 -0.0474198 0.0509051 -0.0305107 -0.0016841 0.00278446 -0.0176458 -0.0127926 -0.0409795 0.00718431 -0.0316977 -0.00546435 0.0222537 0.0459045 0.0229079 -0.0531232 -0.0347982 0.0212282 -0.0415704 27.7634
0.0267575 0.047594 -0.0615708 0.0353728 -0.0284489 0.0243269 0.0107432 0.00445458 -0.0277596 0.0183376 0.0124565 0.0308683 0.0135626 -0.0337927 -0.00679381 -0.0109111 0.0203486 -0.00983959 0.049002 0.00115829 0.0251666 0.0153277 0.0391319 -0.0455938 -0.0736387 -0.0484777 -0.0476943 0.0268808 -0.027773 0.0427175 0.0184528 0.0465929 0.0691451 -0.0096127 0.0602479 0.0381934 0.0113108 -0.044651 -0.00112962 -0.0480745 0.0511519 -0.0268969 -0.00513871 0.00193356 -0.0173423 -0.0120145 -0.0328249 0.00479169 -0.0275586 -0.00576008 0.0215146 0.043669 0.0240009 -0.0460472 -0.0313543 0.0160549 -0.0417302 27.7673
0.0268466 0.0473874 -0.0609828 0.0353943 -0.028 0.0238057 0.0112555 0.00458261 -0.0271306 0.0194039 0.0135365 0.0323913 0.0140983 -0.0355968 -0.00998551 -0.0118349 0.0208627 -0.00732328 0.0472731 -0.00231321 0.0274165 0.0125889 0.0385134 -0.0418311 -0.0719886 -0.048866 -0.0466369 0.0265692 -0.0297568 0.0400545 0.019575 0.0439367 0.0700941 -0.00824635 0.0591416 0.0359023 0.0122599 -0.0461145 -0.000411915 -0.0486652 0.0512894 -0.0226949 -0.008792 0.0011389 -0.016568 -0.0113429 -0.0240121 0.00254516 -0.0228199 -0.00605312 0.0200117 0.0415451 0.0251594 -0.038078 -0.0274461 0.0106354 -0.0416022 27.7704
0.0269361 0.0471757 -0.0603945 0.0354013 -0.0275499 0.0233178 0.0117206 0.00471729 -0.0265249 0.0204295 0.0145832 0.0338593 0.0145483 -0.037224 -0.0130266 -0.0127546 0.0213247 -0.00474824 0.0454305 -0.00561378 0.0294512 0.0098211 0.0376639 -0.0379001 -0.0699865 -0.0489213 -0.045352 0.0260492 -0.0312515 0.0372715 0.0205151 0.0411358 0.070355 -0.00678041 0.0576817 0.0333287 0.0129628 -0.0469686 0.000516612 -0.0488831 0.0511407 -0.0185884 -0.0117516 0.000342316 -0.0154988 -0.0107446 -0.0157664 0.000500039 -0.0181946 -0.0069921 0.0184623 0.0390253 0.0261739 -0.0298968 -0.0229207 0.00482663 -0.0412037 27.774
0.0270258 0.0469652 -0.0597794 0.0354055 -0.0270795 0.022924 0.0122081 0.00479338 -0.0257943 0.0215097 0.0156708 0.0354029 0.0149151 -0.0387985 -0.0162608 -0.013896 0.02171 -0.00180413 0.0432835 -0.0091519 0.0314924 0.00691478 0.0364778 -0.0334227 -0.0673281 -0.0487467 -0.04359 0.0253174 -0.0325143 0.0338104 0.0215904 0.0377419 0.0697577 -0.00524171 0.0557122 0.0303483 0.0135802 -0.0468693 0.00213473 -0.0488096 0.0511941 -0.0138465 -0.0138836 -0.000632937 -0.0142962 -0.0102547 -0.00723498 -0.00120851 -0.013372 -0.00899906 0.0167947 0.0363251 0.0271096 -0.0206851 -0.0172301 -0.00208831 -0.0407377 27.7767
0.0271159 0.0467524 -0.0591686 0.0354065 -0.0266117 0.0225154 0.0126557 0.00489724 -0.0251189 0.0225529 0.0167191 0.0368609 0.0152444 -0.0402544 -0.0193162 -0.014915 0.0220581 0.00104898 0.041096 -0.0124752 0.0333506 0.00401187 0.0351465 -0.028906 -0.0644058 -0.0482879 -0.0417247 0.0244106 -0.0335251 0.0303689 0.0223564 0.0342555 0.0687884 -0.00376855 0.0533226 0.0268976 0.0140601 -0.0464502 0.00366556 -0.0483443 0.0506031 -0.00924265 -0.0158394 -0.00147132 -0.0126256 -0.00984089 0.000799038 -0.00269654 -0.00856091 -0.0108511 0.0146357 0.0332502 0.0276108 -0.0114994 -0.0114133 -0.00854564 -0.0393067 27.7797
0.0272062 0.04654 -0.058553 0.0354108 -0.0261401 0.0221066 0.0130903 0.00500807 -0.0244483 0.0235951 0.0177552 0.0382778 0.0155453 -0.04165 -0.0223189 -0.0158743 0.0223636 0.00390021 0.0388091 -0.0157223 0.0351081 0.00108188 0.0336461 -0.0242347 -0.0611243 -0.0475911 -0.0396796 0.023335 -0.0344101 0.0267676 0.0229141 0.0305294 0.0674099 -0.00241036 0.0504497 0.0229131 0.0144508 -0.045628 0.00523075 -0.0474922 0.0494789 -0.00454979 -0.0176207 -0.00218136 -0.0104801 -0.00951473 0.00865952 -0.0039489 -0.00366653 -0.0125556 0.0118669 0.0298385 0.0276189 -0.00202009 -0.00533295 -0.014595 -0.0368243 27.7825
0.0272969 0.0463268 -0.0579368 0.0354153 -0.0256678 0.0216905 0.0134982 0.00513534 -0.0238078 0.0246184 0.0187655 0.0396301 0.0158142 -0.0429552 -0.0252012 -0.0167384 0.0226313 0.00670209 0.0364519 -0.0188187 0.0367178 -0.00185653 0.0320076 -0.0194799 -0.0575449 -0.0466218 -0.0375041 0.0220812 -0.0351027 0.0231349 0.0232148 0.0266558 0.0656577 -0.00114635 0.0471486 0.0184704 0.0147376 -0.044409 0.00674979 -0.0462504 0.0477977 6.20974e-05 -0.0191906 -0.00276314 -0.00795451 -0.00928812 0.0160186 -0.00490639 0.0011402 -0.0140799 0.00862187 0.0261728 0.027126 0.00727544 0.000742909 -0.0200929 -0.0334141 27.7853
0.0273878 0.0461135 -0.0573173 0.035422 -0.025193 0.0212717 0.013887 0.00527278 -0.0231833 0.0256334 0.0197583 0.0409313 0.0160539 -0.0441869 -0.0279991 -0.0175255 0.0228618 0.00947871 0.034009 -0.0217959 0.0381966 -0.00480651 0.0302336 -0.0146195 -0.0536556 -0.045392 -0.0351808 0.0206568 -0.0356275 0.019443 0.0232925 0.0226143 0.0635135 2.0807e-06 0.0434238 0.0135999 0.0149288 -0.0427675 0.00824468 -0.0446227 0.0456127 0.00460748 -0.0205233 -0.0031989 -0.00507667 -0.0091675 0.0228844 -0.00556754 0.00580343 -0.0153972 0.00493077 0.0222892 0.026097 0.0163448 0.00675633 -0.0250027 -0.029085 27.788
0.0274791 0.0459119 -0.0566219 0.0353876 -0.024665 0.0210125 0.0140749 0.00513475 -0.0223223 0.0261291 0.0204977 0.0415215 0.0167483 -0.0460931 -0.0312777 -0.0189104 0.0228784 0.0127338 0.0307354 -0.0250107 0.039867 -0.00719566 0.0278166 -0.00814635 -0.0486291 -0.0448045 -0.0311417 0.0188306 -0.0360917 0.0133218 0.0247912 0.0167382 0.0593855 -0.000688854 0.0386334 0.00859911 0.0146746 -0.0396796 0.00940915 -0.042284 0.0438388 0.0109066 -0.0197744 -0.00348585 -0.00275165 -0.00946992 0.0314508 -0.00472073 0.0105354 -0.0158312 0.000367655 0.0159774 0.0213339 0.0249977 0.0115409 -0.029239 -0.0238984 27.7873
0.0275707 0.045711 -0.0559144 0.0353469 -0.0241282 0.0207701 0.0142038 0.00497359 -0.0214592 0.0265244 0.0211682 0.0419296 0.0174785 -0.0480115 -0.0344945 -0.0202829 0.0228224 0.0159869 0.0272739 -0.0280782 0.0413717 -0.00948655 0.0252067 -0.00140483 -0.0431959 -0.0440206 -0.026751 0.0167943 -0.0363155 0.00693357 0.0262577 0.0105328 0.0545954 -0.00176375 0.0333725 0.00334374 0.0142287 -0.0359667 0.0103903 -0.0394792 0.0416695 0.0171479 -0.0183703 -0.00358948 -0.000356858 -0.00996396 0.0393803 -0.00326662 0.0147842 -0.0158892 -0.0045304 0.00923783 0.0154382 0.0326893 0.0156611 -0.0324659 -0.0178772 27.7862
0.0276625 0.0455109 -0.0551989 0.0353111 -0.0235852 0.0205281 0.0143161 0.00482343 -0.0206036 0.0269194 0.0218173 0.0422744 0.0181683 -0.0498545 -0.0376312 -0.0215637 0.022705 0.0192061 0.0236849 -0.0310078 0.0426775 -0.0117803 0.0224588 0.00544168 -0.0373943 -0.0428721 -0.022187 0.0145847 -0.0363336 0.00058192 0.0274657 0.00417314 0.0493245 -0.00300781 0.0277058 -0.00221205 0.0136652 -0.0317103 0.0112872 -0.0362287 0.0390304 0.0231359 -0.0165352 -0.0035016 0.0022061 -0.0106628 0.0463902 -0.00131861 0.0184224 -0.0156785 -0.00973327 0.00255508 0.00881703 0.0394636 0.0192574 -0.0345483 -0.0109531 27.7848
0.0277547 0.0453077 -0.0544892 0.0352708 -0.0230456 0.0202685 0.0143779 0.00471342 -0.0198265 0.0272675 0.0224087 0.0425045 0.0188102 -0.0515629 -0.0405242 -0.0226841 0.0225355 0.0222508 0.0200898 -0.0336317 0.0436834 -0.014018 0.0196794 0.0121456 -0.0315141 -0.0413606 -0.0176428 0.0122867 -0.0360067 -0.00534704 0.0283438 -0.00201215 0.0437985 -0.00427973 0.0219678 -0.00764779 0.0129401 -0.0272061 0.011861 -0.032683 0.0360005 0.0284523 -0.0142994 -0.00330544 0.00459977 -0.0115329 0.0520393 0.00104254 0.0211688 -0.0153059 -0.0147414 -0.00386433 0.0017446 0.0446006 0.0219648 -0.0354096 -0.00376717 27.7837
0.0278472 0.0451038 -0.0537767 0.0352317 -0.0225032 0.0200023 0.0144084 0.00463092 -0.019091 0.0275973 0.0229578 0.0426449 0.0194037 -0.0531744 -0.0432669 -0.0236887 0.0222942 0.025184 0.0164241 -0.0360421 0.0444234 -0.0162226 0.0168323 0.0188028 -0.0254538 -0.039479 -0.0130492 0.00992012 -0.0354123 -0.0109548 0.0289396 -0.00813442 0.0379524 -0.00562777 0.0161131 -0.0129539 0.0121151 -0.0224225 0.0121806 -0.0288326 0.0326573 0.0332663 -0.0116783 -0.00300272 0.00681665 -0.0126183 0.0565771 0.00380725 0.0230711 -0.0148113 -0.0196187 -0.00990583 -0.00581435 0.0483964 0.0239251 -0.0350412 0.0037192 27.7827
0.02794 0.0448828 -0.0531281 0.0352707 -0.0219763 0.0195976 0.0145716 0.00487649 -0.0186607 0.0283782 0.0236895 0.0432926 0.0196028 -0.0540925 -0.0453659 -0.0238741 0.022216 0.0272998 0.0135191 -0.037929 0.0447503 -0.0188181 0.0146162 0.0237031 -0.0204626 -0.0369587 -0.00997385 0.00788731 -0.034787 -0.0139754 0.0278512 -0.0124089 0.0339914 -0.00541058 0.0110943 -0.0180744 0.0115487 -0.0192375 0.0123352 -0.0252024 0.0280422 0.0358234 -0.011443 -0.00258139 0.0092319 -0.013316 0.0588734 0.00534929 0.0247913 -0.0131785 -0.0241966 -0.0136399 -0.0105279 0.0518737 0.0253009 -0.0335687 0.0111584 27.7853
0.0280331 0.0446386 -0.0525706 0.0354096 -0.0214753 0.0190095 0.0149197 0.00554215 -0.0186296 0.0297547 0.0246871 0.0446682 0.0193181 -0.054139 -0.046667 -0.0230348 0.0224203 0.0283802 0.0117076 -0.0392247 0.0447215 -0.0219255 0.0133165 0.0262453 -0.0170965 -0.0338784 -0.00898371 0.00632707 -0.0342717 -0.0137312 0.0247086 -0.0141918 0.0328242 -0.00305668 0.00733325 -0.0229945 0.0113612 -0.0184417 0.0124194 -0.0220861 0.0219528 0.0356908 -0.0146403 -0.00209216 0.0120167 -0.0133168 0.0588556 0.00494078 0.0268555 -0.0101085 -0.02838 -0.0145478 -0.0110478 0.0557265 0.0263292 -0.0315485 0.0181509 27.7931
0.0281265 0.0443953 -0.0520077 0.0355519 -0.0209693 0.0184249 0.015255 0.00621678 -0.0186121 0.0311337 0.0256696 0.0460109 0.0190097 -0.0541448 -0.0479235 -0.0221557 0.022579 0.0294245 0.00982803 -0.040432 0.044574 -0.0249975 0.0119804 0.0287848 -0.0136295 -0.0306185 -0.00795159 0.00473333 -0.0336377 -0.0133119 0.0214399 -0.0159308 0.0314975 -0.000798987 0.00356945 -0.0277301 0.0111727 -0.0176091 0.0123604 -0.0187921 0.015747 0.0353673 -0.0176887 -0.00156179 0.0146761 -0.013413 0.0583423 0.00463084 0.0285172 -0.00700578 -0.0323942 -0.0150642 -0.0117102 0.0589757 0.0269977 -0.0289026 0.025015 27.8006
0.0282202 0.0441515 -0.0514438 0.0356948 -0.0204616 0.0178385 0.015568 0.00690801 -0.0186284 0.0325019 0.0266288 0.0473116 0.0186784 -0.0540981 -0.0490924 -0.0212247 0.0226997 0.030395 0.00792646 -0.0415118 0.0442938 -0.0280187 0.0106452 0.031245 -0.01017 -0.0272145 -0.00694962 0.00313528 -0.0328578 -0.0126241 0.0180434 -0.0175242 0.0301137 0.00140726 -8.10159e-05 -0.0321602 0.0109788 -0.016874 0.0120845 -0.0153928 0.0094552 0.0347508 -0.0206579 -0.00102869 0.0171318 -0.0135453 0.0573021 0.00433613 0.0298006 -0.00391817 -0.0360857 -0.0151735 -0.0123589 0.0615229 0.0272951 -0.0257347 0.0314816 27.8081
0.0283142 0.0439075 -0.050879 0.035838 -0.0199522 0.0172506 0.0158587 0.00761599 -0.0186795 0.0338595 0.0275649 0.0485717 0.0183251 -0.0540009 -0.0501747 -0.0202458 0.0227822 0.0312918 0.00600624 -0.042467 0.0438839 -0.0309902 0.00931784 0.0336179 -0.0067362 -0.0236777 -0.00599021 0.00154154 -0.031935 -0.0116595 0.0145247 -0.0189611 0.0286982 0.00356395 -0.00359262 -0.0362503 0.0107863 -0.0162702 0.0115773 -0.01191 0.00309624 0.0338399 -0.0235821 -0.000506756 0.0193632 -0.013694 0.0557701 0.00402025 0.0307423 -0.000865285 -0.0394186 -0.0148527 -0.0129466 0.0633914 0.0272535 -0.0220925 0.0374633 27.8157
0.0284086 0.0436654 -0.0503074 0.0359712 -0.0194431 0.0166648 0.016113 0.00831214 -0.0187479 0.0351669 0.028451 0.0497411 0.0179655 -0.0538956 -0.0512173 -0.0192934 0.0227983 0.0321939 0.00399318 -0.0433298 0.0433419 -0.0338812 0.00793833 0.0360552 -0.00321059 -0.0199775 -0.00495505 -7.01405e-05 -0.0308404 -0.0105828 0.0110202 -0.0203793 0.0270608 0.00552145 -0.0070161 -0.0399665 0.0105752 -0.0156356 0.0107877 -0.00831298 -0.00319363 0.0327584 -0.0262105 -3.00096e-05 0.0213667 -0.0138972 0.053798 0.0037792 0.0312391 0.00190177 -0.0423075 -0.0141896 -0.0136922 0.0643901 0.0269945 -0.0179276 0.0429162 27.8226
0.0285032 0.0434468 -0.0496712 0.0360023 -0.0189501 0.0161178 0.0162084 0.00873908 -0.0186596 0.0360724 0.0290351 0.0503446 0.017719 -0.0541463 -0.052653 -0.0190097 0.0224597 0.0338171 0.00114 -0.0443548 0.0425606 -0.0364048 0.0058834 0.0400227 0.00167571 -0.0156501 -0.00265665 -0.00194502 -0.0292562 -0.0108429 0.00868754 -0.0231169 0.0231919 0.00588429 -0.0109992 -0.0431495 0.0101844 -0.0132426 0.00928786 -0.00409412 -0.00833248 0.0325595 -0.0259884 0.000214972 0.0231733 -0.0147302 0.0514847 0.00481923 0.0298931 0.00221508 -0.0441934 -0.0139782 -0.0170089 0.0624449 0.0272958 -0.0121519 0.048066 27.8241
0.0285982 0.0432277 -0.0490326 0.0360343 -0.018454 0.0155686 0.0162737 0.00919293 -0.0186203 0.0369651 0.0295821 0.0508891 0.0174366 -0.0543396 -0.053977 -0.0186827 0.0220564 0.0353368 -0.00172809 -0.0452166 0.041575 -0.0388959 0.003866 0.0438453 0.00644833 -0.0111632 -0.000498427 -0.00372907 -0.0274857 -0.010634 0.00622203 -0.0256106 0.0193864 0.00623245 -0.0147012 -0.0457001 0.00988358 -0.0111193 0.00740229 0.000107189 -0.0134576 0.0319437 -0.0258946 0.000383364 0.0245412 -0.015497 0.0487137 0.0057078 0.0282593 0.00237675 -0.0454674 -0.0131561 -0.0200669 0.0596782 0.0272932 -0.0058609 0.0523557 27.8255
0.0286935 0.0430079 -0.0483937 0.0360662 -0.0179561 0.0150157 0.0163065 0.00967451 -0.018637 0.0378419 0.0300934 0.0513794 0.0171229 -0.0544774 -0.055181 -0.018321 0.0215991 0.03675 -0.00458404 -0.0459171 0.0404034 -0.0413597 0.00190963 0.0474942 0.0110418 -0.00657233 0.00147528 -0.00540863 -0.0255396 -0.00996018 0.00364781 -0.0278262 0.0157221 0.00658206 -0.0180815 -0.0476125 0.00968207 -0.0093155 0.00514231 0.0042399 -0.0185399 0.0309293 -0.0259978 0.00045483 0.0254926 -0.0161157 0.0455685 0.0063775 0.0264622 0.00237034 -0.0461128 -0.0118186 -0.0227444 0.0561815 0.0270478 0.000751895 0.0557067 27.827
0.0287891 0.0427873 -0.0477544 0.0360979 -0.0174568 0.0144595 0.0163084 0.0101817 -0.0187095 0.0387054 0.0305734 0.0518232 0.0167829 -0.054566 -0.0562723 -0.0179391 0.0210954 0.0380671 -0.00741834 -0.0464656 0.0390647 -0.0438036 2.20296e-05 0.0509672 0.0154374 -0.0019199 0.00324032 -0.00698639 -0.023445 -0.00885572 0.000987226 -0.0297613 0.0122215 0.00692191 -0.0211472 -0.048936 0.00959223 -0.00783796 0.00255059 0.00827137 -0.0235635 0.0295525 -0.0263025 0.000425891 0.0260793 -0.0165447 0.0421435 0.00681063 0.0246044 0.0022079 -0.0461559 -0.0100826 -0.0249697 0.0520988 0.0266144 0.00753753 0.0580647 27.8285
0.028885 0.0425661 -0.0471149 0.0361294 -0.0169561 0.0139008 0.0162796 0.0107122 -0.0188365 0.0395566 0.0310262 0.0522278 0.016421 -0.0546112 -0.057259 -0.0175487 0.0205523 0.0392993 -0.0102244 -0.0468767 0.0375801 -0.0462367 -0.00178911 0.0542643 0.0196146 0.0027546 0.00478753 -0.00846498 -0.0212206 -0.00736595 -0.00173497 -0.0314216 0.00891556 0.00724615 -0.0238994 -0.0497028 0.00960938 -0.00667156 -0.000331206 0.0121827 -0.0285051 0.027872 -0.0268342 0.000288719 0.0263269 -0.0167308 0.0385028 0.00695911 0.0227953 0.00190057 -0.0456026 -0.00797282 -0.0267075 0.0475199 0.026046 0.0143674 0.059453 27.83
